(0,4)(3,6)(3,6), 28, 7, 2.1538463, 28, 5, 8
(0,4)(1,7)(1,7), 16, 8, 1.2307693, 16, 5, 8
(0,4)(3,6)(3,6), 28, 7, 2.1538463, 28, 5, 8
(0,4)(1,6)(1,6), 14, 7, 1.0769231, 14, 5, 8
(4,0)(3,2)(4,2), 15, 3, 1.1538461, 15, 5, 8
(4,0)(1,4)(4,4), 25, 5, 1.9230769, 25, 5, 8
(4,0)(3,2)(4,2), 15, 3, 1.1538461, 15, 5, 8
(4,0)(1,4)(4,4), 25, 5, 1.9230769, 25, 5, 8
(0,4)(2,7)(2,7), 24, 8, 1.7142857, 24, 5, 9
(0,4)(2,5)(2,5), 18, 6, 1.2857143, 18, 5, 9
(0,4)(2,6)(2,6), 21, 7, 1.5, 21, 5, 9
(0,4)(2,7)(2,7), 24, 8, 1.7142857, 24, 5, 9
(4,0)(2,3)(4,3), 20, 4, 1.4285715, 20, 5, 9
(4,0)(2,3)(4,3), 20, 4, 1.4285715, 20, 5, 9
(4,0)(2,3)(4,3), 20, 4, 1.4285715, 20, 5, 9
(4,0)(2,3)(4,3), 20, 4, 1.4285715, 20, 5, 9
(0,4)(1,7)(1,7), 16, 8, 1.4545455, 16, 5, 6
(0,4)(2,6)(2,6), 21, 7, 1.9090909, 21, 5, 6
(0,4)(1,7)(1,7), 16, 8, 1.4545455, 16, 5, 6
(0,4)(2,6)(2,6), 21, 7, 1.9090909, 21, 5, 6
(4,0)(1,3)(4,3), 20, 4, 1.8181819, 20, 5, 6
(4,0)(2,2)(4,2), 15, 3, 1.3636364, 15, 5, 6
(4,0)(1,3)(4,3), 20, 4, 1.8181819, 20, 5, 6
(4,0)(2,2)(4,2), 15, 3, 1.3636364, 15, 5, 6
(0,4)(2,7)(2,7), 24, 8, 1.7142857, 24, 5, 9
(0,4)(2,5)(2,5), 18, 6, 1.2857143, 18, 5, 9
(0,4)(2,7)(2,7), 24, 8, 1.7142857, 24, 5, 9
(0,4)(2,7)(2,7), 24, 8, 1.7142857, 24, 5, 9
(4,0)(2,3)(4,3), 20, 4, 1.4285715, 20, 5, 9
(4,0)(2,3)(4,3), 20, 4, 1.4285715, 20, 5, 9
(4,0)(2,3)(4,3), 20, 4, 1.4285715, 20, 5, 9
(4,0)(2,3)(4,3), 20, 4, 1.4285715, 20, 5, 9
(0,4)(2,7)(2,7), 24, 8, 1.7142857, 24, 5, 9
(0,4)(2,5)(2,5), 18, 6, 1.2857143, 18, 5, 9
(0,4)(2,7)(2,7), 24, 8, 1.7142857, 24, 5, 9
(0,4)(2,6)(2,6), 21, 7, 1.5, 21, 5, 9
(4,0)(2,3)(4,3), 20, 4, 1.4285715, 20, 5, 9
(4,0)(2,3)(4,3), 20, 4, 1.4285715, 20, 5, 9
(4,0)(2,3)(4,3), 20, 4, 1.4285715, 20, 5, 9
(4,0)(2,3)(4,3), 20, 4, 1.4285715, 20, 5, 9
(0,4)(2,6)(2,6), 21, 7, 1.5, 21, 5, 9
(4,0)(2,3)(4,3), 20, 4, 1.4285715, 20, 5, 9
(0,4)(3,5)(3,5), 24, 6, 1.8461539, 24, 5, 8
(0,4)(1,6)(1,6), 14, 7, 1.0769231, 14, 5, 8
(0,4)(3,6)(3,6), 28, 7, 2.1538463, 28, 5, 8
(0,4)(1,8)(1,8), 18, 9, 1.3846154, 18, 5, 8
(4,0)(3,2)(4,2), 15, 3, 1.1538461, 15, 5, 8
(4,0)(1,4)(4,4), 25, 5, 1.9230769, 25, 5, 8
(4,0)(3,2)(4,2), 15, 3, 1.1538461, 15, 5, 8
(4,0)(1,4)(4,4), 25, 5, 1.9230769, 25, 5, 8
(0,4)(3,6)(3,6), 28, 7, 2.1538463, 28, 5, 8
(0,4)(1,8)(1,8), 18, 9, 1.3846154, 18, 5, 8
(0,4)(3,5)(3,5), 24, 6, 1.8461539, 24, 5, 8
(0,4)(1,7)(1,7), 16, 8, 1.2307693, 16, 5, 8
(4,0)(3,2)(4,2), 15, 3, 1.1538461, 15, 5, 8
(4,0)(1,4)(4,4), 25, 5, 1.9230769, 25, 5, 8
(4,0)(3,2)(4,2), 15, 3, 1.1538461, 15, 5, 8
(4,0)(1,4)(4,4), 25, 5, 1.9230769, 25, 5, 8
(0,4)(2,7)(2,7), 24, 8, 1.7142857, 24, 5, 9
(0,4)(2,5)(2,5), 18, 6, 1.2857143, 18, 5, 9
(4,0)(2,3)(4,3), 20, 4, 1.4285715, 20, 5, 9
(4,0)(2,3)(4,3), 20, 4, 1.4285715, 20, 5, 9
(0,4)(2,6)(2,6), 21, 7, 1.5, 21, 5, 9
(0,4)(2,7)(2,7), 24, 8, 1.7142857, 24, 5, 9
(4,0)(2,3)(4,3), 20, 4, 1.4285715, 20, 5, 9
(4,0)(2,3)(4,3), 20, 4, 1.4285715, 20, 5, 9
(2,2)(0,7)(2,7), 24, 8, 1.7142857, 24, 9, 5
(2,2)(4,3)(4,3), 20, 4, 1.4285715, 20, 9, 5
(2,2)(0,6)(2,6), 21, 7, 1.5, 21, 9, 5
(2,2)(4,3)(4,3), 20, 4, 1.4285715, 20, 9, 5
(2,2)(0,6)(2,6), 21, 7, 1.5, 21, 9, 5
(2,2)(4,3)(4,3), 20, 4, 1.4285715, 20, 9, 5
(2,2)(0,5)(2,5), 18, 6, 1.2857143, 18, 9, 5
(2,2)(4,3)(4,3), 20, 4, 1.4285715, 20, 9, 5
(2,2)(2,4)(2,4), 15, 5, 0.8333333, 15, 9, 9
(2,2)(2,4)(2,4), 15, 5, 0.8333333, 15, 9, 9
(2,2)(2,4)(2,4), 15, 5, 0.8333333, 15, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,4)(2,4), 15, 5, 0.8333333, 15, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,4)(2,4), 15, 5, 0.8333333, 15, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
| 1122       |
|1122        |
| 1 2        |
|            |
|            |
||
hullWiseBuildings: (min:0.8333333, idxMin:0, frequency:5)
roadWiseBuildings: (min:5.0, idxMin:0, frequency:5)
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,4)(2,4), 15, 5, 0.8333333, 15, 9, 9
(2,2)(2,4)(2,4), 15, 5, 0.8333333, 15, 9, 9
(2,2)(2,4)(2,4), 15, 5, 0.8333333, 15, 9, 9
(2,2)(2,4)(2,4), 15, 5, 0.8333333, 15, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,4)(2,4), 15, 5, 0.8333333, 15, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,4)(2,4), 15, 5, 0.8333333, 15, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
| 11 2       |
|11222       |
| 1 2        |
|            |
|            |
||
hullWiseBuildings: (min:0.8333333, idxMin:1, frequency:6)
roadWiseBuildings: (min:5.0, idxMin:1, frequency:6)
(2,2)(3,4)(3,4), 20, 5, 1.1764706, 20, 9, 8
(2,2)(1,6)(2,6), 21, 7, 1.2352941, 21, 9, 8
(2,2)(3,3)(3,3), 16, 4, 0.9411765, 16, 9, 8
(2,2)(1,6)(2,6), 21, 7, 1.2352941, 21, 9, 8
(2,2)(3,4)(3,4), 20, 5, 1.1764706, 20, 9, 8
(2,2)(1,5)(2,5), 18, 6, 1.0588236, 18, 9, 8
(2,2)(3,3)(3,3), 16, 4, 0.9411765, 16, 9, 8
(2,2)(1,6)(2,6), 21, 7, 1.2352941, 21, 9, 8
(2,2)(3,4)(3,4), 20, 5, 1.1764706, 20, 9, 8
(2,2)(1,5)(2,5), 18, 6, 1.0588236, 18, 9, 8
(2,2)(3,3)(3,3), 16, 4, 0.9411765, 16, 9, 8
(2,2)(1,6)(2,6), 21, 7, 1.2352941, 21, 9, 8
(2,2)(3,4)(3,4), 20, 5, 1.1764706, 20, 9, 8
(2,2)(1,4)(2,4), 15, 5, 0.88235295, 15, 9, 8
(2,2)(3,3)(3,3), 16, 4, 0.9411765, 16, 9, 8
(2,2)(1,6)(2,6), 21, 7, 1.2352941, 21, 9, 8
| 112        |
|11 2        |
| 1 2        |
|  22        |
|            |
||
hullWiseBuildings: (min:0.88235295, idxMin:13, frequency:1)
roadWiseBuildings: (min:4.0, idxMin:2, frequency:4)
(2,2)(3,4)(3,4), 20, 5, 1.1764706, 20, 9, 8
(2,2)(1,5)(2,5), 18, 6, 1.0588236, 18, 9, 8
(2,2)(3,4)(3,4), 20, 5, 1.1764706, 20, 9, 8
(2,2)(1,6)(2,6), 21, 7, 1.2352941, 21, 9, 8
(2,2)(3,3)(3,3), 16, 4, 0.9411765, 16, 9, 8
(2,2)(1,6)(2,6), 21, 7, 1.2352941, 21, 9, 8
(2,2)(3,4)(3,4), 20, 5, 1.1764706, 20, 9, 8
(2,2)(1,6)(2,6), 21, 7, 1.2352941, 21, 9, 8
(2,2)(3,3)(3,3), 16, 4, 0.9411765, 16, 9, 8
(2,2)(1,6)(2,6), 21, 7, 1.2352941, 21, 9, 8
(2,2)(3,4)(3,4), 20, 5, 1.1764706, 20, 9, 8
(2,2)(1,6)(2,6), 21, 7, 1.2352941, 21, 9, 8
(2,2)(3,3)(3,3), 16, 4, 0.9411765, 16, 9, 8
(2,2)(1,6)(2,6), 21, 7, 1.2352941, 21, 9, 8
(2,2)(3,4)(3,4), 20, 5, 1.1764706, 20, 9, 8
(2,2)(1,6)(2,6), 21, 7, 1.2352941, 21, 9, 8
| 122        |
|1112        |
|  12        |
|   2        |
|            |
||
hullWiseBuildings: (min:0.9411765, idxMin:4, frequency:3)
roadWiseBuildings: (min:4.0, idxMin:4, frequency:3)
(2,2)(2,4)(2,4), 15, 5, 1.0, 15, 9, 6
(2,2)(1,4)(2,4), 15, 5, 1.0, 15, 9, 6
(2,2)(2,4)(2,4), 15, 5, 1.0, 15, 9, 6
(2,2)(1,5)(2,5), 18, 6, 1.2, 18, 9, 6
(2,2)(2,4)(2,4), 15, 5, 1.0, 15, 9, 6
(2,2)(1,5)(2,5), 18, 6, 1.2, 18, 9, 6
(2,2)(2,4)(2,4), 15, 5, 1.0, 15, 9, 6
(2,2)(1,5)(2,5), 18, 6, 1.2, 18, 9, 6
(2,2)(2,4)(2,4), 15, 5, 1.0, 15, 9, 6
(2,2)(1,5)(2,5), 18, 6, 1.2, 18, 9, 6
(2,2)(2,4)(2,4), 15, 5, 1.0, 15, 9, 6
(2,2)(1,5)(2,5), 18, 6, 1.2, 18, 9, 6
(2,2)(2,4)(2,4), 15, 5, 1.0, 15, 9, 6
(2,2)(1,5)(2,5), 18, 6, 1.2, 18, 9, 6
(2,2)(2,4)(2,4), 15, 5, 1.0, 15, 9, 6
(2,2)(1,5)(2,5), 18, 6, 1.2, 18, 9, 6
(2,2)(2,4)(2,4), 15, 5, 1.0, 15, 9, 6
(2,2)(1,5)(2,5), 18, 6, 1.2, 18, 9, 6
(2,2)(2,3)(2,3), 12, 4, 0.8, 12, 9, 6
(2,2)(1,5)(2,5), 18, 6, 1.2, 18, 9, 6
(2,2)(2,4)(2,4), 15, 5, 1.0, 15, 9, 6
(2,2)(1,4)(2,4), 15, 5, 1.0, 15, 9, 6
(2,2)(2,4)(2,4), 15, 5, 1.0, 15, 9, 6
(2,2)(1,5)(2,5), 18, 6, 1.2, 18, 9, 6
(2,2)(2,4)(2,4), 15, 5, 1.0, 15, 9, 6
(2,2)(1,4)(2,4), 15, 5, 1.0, 15, 9, 6
(2,2)(2,4)(2,4), 15, 5, 1.0, 15, 9, 6
(2,2)(1,5)(2,5), 18, 6, 1.2, 18, 9, 6
(2,2)(2,4)(2,4), 15, 5, 1.0, 15, 9, 6
(2,2)(1,4)(2,4), 15, 5, 1.0, 15, 9, 6
(2,2)(2,4)(2,4), 15, 5, 1.0, 15, 9, 6
(2,2)(1,5)(2,5), 18, 6, 1.2, 18, 9, 6
| 112        |
|1122        |
| 122        |
|            |
|            |
||
hullWiseBuildings: (min:0.8, idxMin:2, frequency:1)
roadWiseBuildings: (min:4.0, idxMin:2, frequency:1)
(2,2)(3,3)(3,3), 16, 4, 0.9411765, 16, 9, 8
(2,2)(1,6)(2,6), 21, 7, 1.2352941, 21, 9, 8
(2,2)(3,3)(3,3), 16, 4, 0.9411765, 16, 9, 8
(2,2)(1,6)(2,6), 21, 7, 1.2352941, 21, 9, 8
(2,2)(3,4)(3,4), 20, 5, 1.1764706, 20, 9, 8
(2,2)(1,5)(2,5), 18, 6, 1.0588236, 18, 9, 8
(2,2)(3,4)(3,4), 20, 5, 1.1764706, 20, 9, 8
(2,2)(1,5)(2,5), 18, 6, 1.0588236, 18, 9, 8
(2,2)(3,3)(3,3), 16, 4, 0.9411765, 16, 9, 8
(2,2)(1,5)(2,5), 18, 6, 1.0588236, 18, 9, 8
(2,2)(3,4)(3,4), 20, 5, 1.1764706, 20, 9, 8
(2,2)(1,5)(2,5), 18, 6, 1.0588236, 18, 9, 8
(2,2)(3,3)(3,3), 16, 4, 0.9411765, 16, 9, 8
(2,2)(1,5)(2,5), 18, 6, 1.0588236, 18, 9, 8
(2,2)(3,4)(3,4), 20, 5, 1.1764706, 20, 9, 8
(2,2)(1,4)(2,4), 15, 5, 0.88235295, 15, 9, 8
| 112        |
|11 2        |
| 122        |
|  2         |
|            |
||
hullWiseBuildings: (min:0.88235295, idxMin:15, frequency:1)
roadWiseBuildings: (min:4.0, idxMin:0, frequency:4)
(2,2)(3,4)(3,4), 20, 5, 1.1764706, 20, 9, 8
(2,2)(1,5)(2,5), 18, 6, 1.0588236, 18, 9, 8
(2,2)(3,4)(3,4), 20, 5, 1.1764706, 20, 9, 8
(2,2)(1,5)(2,5), 18, 6, 1.0588236, 18, 9, 8
(2,2)(3,4)(3,4), 20, 5, 1.1764706, 20, 9, 8
(2,2)(1,6)(2,6), 21, 7, 1.2352941, 21, 9, 8
(2,2)(3,4)(3,4), 20, 5, 1.1764706, 20, 9, 8
(2,2)(1,6)(2,6), 21, 7, 1.2352941, 21, 9, 8
(2,2)(3,4)(3,4), 20, 5, 1.1764706, 20, 9, 8
(2,2)(1,6)(2,6), 21, 7, 1.2352941, 21, 9, 8
(2,2)(3,4)(3,4), 20, 5, 1.1764706, 20, 9, 8
(2,2)(1,6)(2,6), 21, 7, 1.2352941, 21, 9, 8
(2,2)(3,4)(3,4), 20, 5, 1.1764706, 20, 9, 8
(2,2)(1,6)(2,6), 21, 7, 1.2352941, 21, 9, 8
(2,2)(3,4)(3,4), 20, 5, 1.1764706, 20, 9, 8
(2,2)(1,6)(2,6), 21, 7, 1.2352941, 21, 9, 8
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,4)(2,4), 15, 5, 0.8333333, 15, 9, 9
(2,2)(2,4)(2,4), 15, 5, 0.8333333, 15, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,4)(2,4), 15, 5, 0.8333333, 15, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,4)(2,4), 15, 5, 0.8333333, 15, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,4)(2,4), 15, 5, 0.8333333, 15, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,4)(2,4), 15, 5, 0.8333333, 15, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,4)(2,4), 15, 5, 0.8333333, 15, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
| 11 2       |
|11222       |
| 1  2       |
|            |
|            |
||
hullWiseBuildings: (min:0.8333333, idxMin:1, frequency:7)
roadWiseBuildings: (min:5.0, idxMin:1, frequency:7)
(2,2)(1,5)(2,5), 18, 6, 1.2, 18, 9, 6
(2,2)(2,4)(2,4), 15, 5, 1.0, 15, 9, 6
(2,2)(1,5)(2,5), 18, 6, 1.2, 18, 9, 6
(2,2)(2,4)(2,4), 15, 5, 1.0, 15, 9, 6
(2,2)(1,5)(2,5), 18, 6, 1.2, 18, 9, 6
(2,2)(2,4)(2,4), 15, 5, 1.0, 15, 9, 6
(2,2)(1,5)(2,5), 18, 6, 1.2, 18, 9, 6
(2,2)(2,4)(2,4), 15, 5, 1.0, 15, 9, 6
(2,2)(1,5)(2,5), 18, 6, 1.2, 18, 9, 6
(2,2)(2,4)(2,4), 15, 5, 1.0, 15, 9, 6
(2,2)(1,5)(2,5), 18, 6, 1.2, 18, 9, 6
(2,2)(2,3)(2,3), 12, 4, 0.8, 12, 9, 6
(2,2)(1,5)(2,5), 18, 6, 1.2, 18, 9, 6
(2,2)(2,4)(2,4), 15, 5, 1.0, 15, 9, 6
(2,2)(1,5)(2,5), 18, 6, 1.2, 18, 9, 6
(2,2)(2,3)(2,3), 12, 4, 0.8, 12, 9, 6
| 122        |
| 112        |
|1122        |
|            |
|            |
||
hullWiseBuildings: (min:0.8, idxMin:11, frequency:2)
roadWiseBuildings: (min:4.0, idxMin:11, frequency:2)
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,4)(2,4), 15, 5, 0.8333333, 15, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,4)(2,4), 15, 5, 0.8333333, 15, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,4)(2,4), 15, 5, 0.8333333, 15, 9, 9
(2,2)(2,4)(2,4), 15, 5, 0.8333333, 15, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,3)(2,3), 12, 4, 0.6666667, 12, 9, 9
(2,2)(2,4)(2,4), 15, 5, 0.8333333, 15, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
|1222        |
|1112        |
| 1 2        |
|            |
|            |
||
hullWiseBuildings: (min:0.6666667, idxMin:12, frequency:1)
roadWiseBuildings: (min:4.0, idxMin:12, frequency:1)
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,4)(2,4), 15, 5, 0.8333333, 15, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,4)(2,4), 15, 5, 0.8333333, 15, 9, 9
(2,2)(2,4)(2,4), 15, 5, 0.8333333, 15, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,4)(2,4), 15, 5, 0.8333333, 15, 9, 9
(2,2)(2,4)(2,4), 15, 5, 0.8333333, 15, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,4)(2,4), 15, 5, 0.8333333, 15, 9, 9
(2,2)(2,4)(2,4), 15, 5, 0.8333333, 15, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
| 11 2       |
|11 22       |
| 122        |
|            |
|            |
||
hullWiseBuildings: (min:0.8333333, idxMin:1, frequency:7)
roadWiseBuildings: (min:5.0, idxMin:1, frequency:7)
(2,2)(2,4)(2,4), 15, 5, 0.8333333, 15, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
(2,2)(2,5)(2,5), 18, 6, 1.0, 18, 9, 9
| 112        |
|11222       |
| 1 2        |
|            |
|            |
||
hullWiseBuildings: (min:0.8333333, idxMin:0, frequency:1)
roadWiseBuildings: (min:5.0, idxMin:0, frequency:1)
(2,2)(3,3)(3,3), 16, 4, 0.9411765, 16, 9, 8
(2,2)(1,5)(2,5), 18, 6, 1.0588236, 18, 9, 8
(2,2)(3,4)(3,4), 20, 5, 1.1764706, 20, 9, 8
(2,2)(1,6)(2,6), 21, 7, 1.2352941, 21, 9, 8
(2,2)(3,4)(3,4), 20, 5, 1.1764706, 20, 9, 8
(2,2)(1,6)(2,6), 21, 7, 1.2352941, 21, 9, 8
(2,2)(3,4)(3,4), 20, 5, 1.1764706, 20, 9, 8
(2,2)(1,5)(2,5), 18, 6, 1.0588236, 18, 9, 8
(2,2)(3,4)(3,4), 20, 5, 1.1764706, 20, 9, 8
(2,2)(1,6)(2,6), 21, 7, 1.2352941, 21, 9, 8
(2,2)(3,4)(3,4), 20, 5, 1.1764706, 20, 9, 8
(2,2)(1,5)(2,5), 18, 6, 1.0588236, 18, 9, 8
(2,2)(3,4)(3,4), 20, 5, 1.1764706, 20, 9, 8
(2,2)(1,6)(2,6), 21, 7, 1.2352941, 21, 9, 8
(2,2)(3,4)(3,4), 20, 5, 1.1764706, 20, 9, 8
(2,2)(1,5)(2,5), 18, 6, 1.0588236, 18, 9, 8
| 112        |
|1122        |
| 1 2        |
|   2        |
|            |
||
hullWiseBuildings: (min:0.9411765, idxMin:0, frequency:1)
roadWiseBuildings: (min:4.0, idxMin:0, frequency:1)
(2,2)(3,4)(3,4), 20, 5, 1.1764706, 20, 9, 8
(2,2)(1,6)(2,6), 21, 7, 1.2352941, 21, 9, 8
(2,2)(3,3)(3,3), 16, 4, 0.9411765, 16, 9, 8
(2,2)(1,5)(2,5), 18, 6, 1.0588236, 18, 9, 8
(2,2)(3,4)(3,4), 20, 5, 1.1764706, 20, 9, 8
